"S.No","Product Name","Type / Outlet","Category","Price (₹)","MRP (₹)","Unit","Stock","Status","Tags","Product ID","Restaurant ID"
"228","Mushroom Tikka ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","220","220","","999","ACTIVE","tandoori-nawab-nawab, restaurant","cmsegeeng000404l86cowx2kp","cmsbhxb6a000304if8kf1cwji"
"229","Mushroom Tikka Malai","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","tandoori-nawab-nawab, restaurant","cmsegf9lv000i04ldlv3qg9sm","cmsbhxb6a000304if8kf1cwji"
"230","Onion Kulcha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","55","55","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8o68v000804lajfl4vd4n","cmsbhxb6a000304if8kf1cwji"
"231","Palak Paneer","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","125","125","","999","ACTIVE","main-course, restaurant","cmsdmle88000404l9qf8te46e","cmsbhxb6a000304if8kf1cwji"
"232","Paneer 65","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","130","130","","999","ACTIVE","starter, restaurant","cmsed8908000104jpzcbqokt0","cmsbhxb6a000304if8kf1cwji"
"233","Paneer Bhurji","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","Full plate","99999","ACTIVE","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant","cmsdmhqj3000205l6f9i3x09q","cmsbhxb6a000304if8kf1cwji"
"234","Paneer Butter Masala","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","225","225","Full ","9999","ACTIVE","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant","cmsdmczca000104l7nbptmnn0","cmsbhxb6a000304if8kf1cwji"
"235","Paneer Dil Bahar","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","280","280","","999","ACTIVE","main-course, restaurant","cmsdmui3k000804l9ifgkbkco","cmsbhxb6a000304if8kf1cwji"
"236","Paneer Do Pyaaza","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","240","240","Full","99999","ACTIVE","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant","cmsdmeyah000304l79xltycux","cmsbhxb6a000304if8kf1cwji"
"237","Paneer Kulcha ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","55","55","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8lu0t000504larmo0oh90","cmsbhxb6a000304if8kf1cwji"
"238","Paneer Lababdaar","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","239","239","Full","99999","ACTIVE","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant","cmsdmdyja000204l7a85zaut3","cmsbhxb6a000304if8kf1cwji"
"239","Paneer Malai Tikka ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","tandoori-nawab-nawab, restaurant","cmsegc6ry000f04ldln5dhwnl","cmsbhxb6a000304if8kf1cwji"
"240","Paneer Manchurian ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","starter, restaurant","cmsedgeal000304l4gr1qu1gr","cmsbhxb6a000304if8kf1cwji"
"241","Paneer Pakodi","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","150","150","","999","ACTIVE","starter, restaurant","cmseej4pb001i04kv9jvy2cmt","cmsbhxb6a000304if8kf1cwji"
"242","Paneer Paratha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","99","99","","999","ACTIVE","breakfast, restaurant","cmsdlf4ws000704kycfb5zga3","cmsbhxb6a000304if8kf1cwji"
"243","Paneer Pasanda","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","main-course, restaurant","cmsdmoqvg000604l9detin6ga","cmsbhxb6a000304if8kf1cwji"
"244","Paneer Tikka ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","220","220","","999","ACTIVE","tandoori-nawab-nawab, restaurant","cmsegb6j3000e04ldl76a3tf0","cmsbhxb6a000304if8kf1cwji"
"245","Paneer Tikka Masala ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","main-course, restaurant","cmsdm5v2z000104kwpwb9t2be","cmsbhxb6a000304if8kf1cwji"
"246","Paneer Tiranga ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","290","290","","999","ACTIVE","main-course, restaurant","cmsdmyqdl000104k1w46oisim","cmsbhxb6a000304if8kf1cwji"
"247","Pav bhaji ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","110","110","","999","ACTIVE","starter, restaurant","cmsee5xry001e04kv7925ozvk","cmsbhxb6a000304if8kf1cwji"
"248","Peanut Masala ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","99","99","","999","ACTIVE","starter, restaurant","cmsec9luz000104kvtkg2cumw","cmsbhxb6a000304if8kf1cwji"
"249","Peri Peri French Fries ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","100","100","","999","ACTIVE","starter, restaurant","cmseei5qt001h04kvqs2rsq45","cmsbhxb6a000304if8kf1cwji"
"250","Plain Naan ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","25","25","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse84uag000004jpga7x2psr","cmsbhxb6a000304if8kf1cwji"
"251","Poha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","80","80","","999","ACTIVE","breakfast, paratha, poori, chole-bhature, nashta, poha, veg, restaurant","cmsdlj1dp000604l2cap28x6u","cmsbhxb6a000304if8kf1cwji"
"252","Potato Cheese Ball","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","130","130","","999","ACTIVE","starter, restaurant","cmsed29f7000104jp0gusilkk","cmsbhxb6a000304if8kf1cwji"
"253","Puri","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","10","10","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8suxo000a04layqk56o1a","cmsbhxb6a000304if8kf1cwji"
"254","Puri bhaji","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","80","80","","999","ACTIVE","breakfast, restaurant","cmsdlbvdu000104la2hhqk2i8","cmsbhxb6a000304if8kf1cwji"
"255","Shahi Paneer ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","main-course, restaurant","cmsdmqqz0000304le69scj6e1","cmsbhxb6a000304if8kf1cwji"
"256","Soya chaap masala ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","210","210","","998","ACTIVE","main-course, restaurant","cmsdn3ch0000004jianhyshvo","cmsbhxb6a000304if8kf1cwji"
"257","Soya Malai Chaap","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","starter, restaurant","cmsee4zo5001d04kvsuxuhr3d","cmsbhxb6a000304if8kf1cwji"
"258","Spanich Corn Roll","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","140","140","","999","ACTIVE","starter, restaurant","cmsec7gub000704jvoad020fn","cmsbhxb6a000304if8kf1cwji"
"259","Stuffed Kulcha ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","50","50","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8y26z000c04jwqcr7pq6m","cmsbhxb6a000304if8kf1cwji"
"260","Stuffed Naan","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","50","50","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8x5af000b04jwxbqv1mwl","cmsbhxb6a000304if8kf1cwji"
"261","Sweet Corn Masala ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","99","99","","999","ACTIVE","starter, restaurant","cmsecc5iv000304kvwmwi9neg","cmsbhxb6a000304if8kf1cwji"
"262","Tandoori Butter Roti ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","15","15","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse62i04000604lgwozys7m8","cmsbhxb6a000304if8kf1cwji"
"263","Tandoori Plain Roti","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","10","10","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse61b1w000204lgplv5l8yx","cmsbhxb6a000304if8kf1cwji"
"264","Veg Manchurian ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","165","165","","999","ACTIVE","starter, restaurant","cmsedikrk000504l4sc97uyq2","cmsbhxb6a000304if8kf1cwji"
"265","Vegetable Spring Rolls","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","110","110","","999","ACTIVE","starter, restaurant","cmsec1i6w000104jva5v94zlt","cmsbhxb6a000304if8kf1cwji"
"266","ACT II Classic Salted Popcorn","Grocery (Dark Store)","Grocery Essential ","60","72","165 gm","2","ACTIVE","","cmqtfuqxh000104jsyk7czg6j",""
"267","ACT II Golden Sizzle Salted Popcorn","Grocery (Dark Store)","Grocery Essential ","60","72","165 gm","2","ACTIVE","","cmqtfyr11000004i5u33qronp",""
"268","All Out Combo (Machine+ Refill)","Grocery (Dark Store)","Home Needs and Cleaning ","105","105","","5","ACTIVE","","cmsgjtnfq000404l72j899uzc",""
"269","All Out Refill ","Grocery (Dark Store)","Home Needs and Cleaning ","85","85","","15","ACTIVE","","cmsgjnci7000104l7fv3c77zw",""
"270","Amul Dark Chocolate ","Grocery (Dark Store)","Chocolates","45","45","35 g","7","ACTIVE","chocolates, sweets","cmsephfz9000h04l8oy33s94b",""
"271","Amul Dark Chocolate ","Grocery (Dark Store)","Chocolates","179","180","150 g","3","ACTIVE","chocolates, sweets","cmsep9wtz000204k48kbtzwww",""
"272","Arbi (Ghuiya)","Grocery (Dark Store)","Fruits & Vegetables","35","40","","98","ACTIVE","","cmqkyciyn000004iomgn3dk0h",""
"273","Banana","Grocery (Dark Store)","Fruits & Vegetables","70","80","1 Dozen","30","ACTIVE","fresh, fruits, vegetables, breakfast","cmqijdhjm000004l1zaxjnje6",""
"274","Bhindi","Grocery (Dark Store)","Fruits & Vegetables","25","30","","95","ACTIVE","","cmqkw9dai000004k12ylwet53",""
"275","Bikaji Bhelpuri","Grocery (Dark Store)","Snacks & Munchies","48","50","110 g","10","ACTIVE","late-night","cmqte4wuk000004jmx86hs0pz",""
"276","Bikano Aloo Bhujia","Grocery (Dark Store)","Snacks & Munchies","243","299","1 kg","0","ACTIVE","","cmqtfgjvb000004l2xaocex0u",""
"277","Bikano Diet Mixture Namkeen ","Grocery (Dark Store)","Snacks & Munchies","199","225","1 kg","1","ACTIVE","","cmrelajg8000104l5fpbkpkzn",""
"278","Bikano Navratan Mixture","Grocery (Dark Store)","Snacks & Munchies","225","285","1 kg","0","ACTIVE","","cmqtf84xs000004l509yt28pd",""
"279","Bikano Tasty Spicy Coated Peanuts Namkeen","Grocery (Dark Store)","Snacks & Munchies","279","299","1 kg","1","ACTIVE","","cmrel7w6a000104l4z0cm589r",""
"280","Bingo Mad Angles Achari Masti","Grocery (Dark Store)","Snacks & Munchies","49","50","","0","ACTIVE","","cmsexlbo5000304jxtrf6b8vy",""
"281","Bingo Tedhe Medhe","Grocery (Dark Store)","Snacks & Munchies","20","20","1 Packet","7","ACTIVE","late-night","cmqtcj98g000004l2dqk7g7c9",""
"282","Black Forest Cake","Grocery (Dark Store)","Bakery ","230","250","","76","ACTIVE","bakery, cake, cakes","cmqp3neih000004jsnv9lhefg",""
"283","Bottle guard ( Lauki)","Grocery (Dark Store)","Fruits & Vegetables","15","20","","90","ACTIVE","","cmqktomuu000004l2z5d49u8r",""
"284","Bourn Vita","Grocery (Dark Store)","Grocery Essential ","263","263","500 g","2","ACTIVE","","cmsf23jrd000204jobszmsl4t",""
"285","Britannia Bourbon","Grocery (Dark Store)","Snacks & Munchies","40","40","","6","ACTIVE","","cmsf0c6mk000105gyjifczmhp",""
"286","Britannia Choco Chill Cake","Grocery (Dark Store)","Snacks & Munchies","30","30","100 g","44","ACTIVE","snacks, snacks-munchies, cakes","cmsf296bq000104juk3ref4yl",""
"287","Britannia Fruity Fun Cake","Grocery (Dark Store)","Snacks & Munchies","15","15","","59","ACTIVE","snacks, snacks-munchies, cakes","cmsf2agj5000204jut7vuss78",""
"288","Britannia Good Day ","Grocery (Dark Store)","Snacks & Munchies","40","40","248 g","12","ACTIVE","","cmseyabfq000104lapc1iwm5d",""
"289","Britannia Marie Gold","Grocery (Dark Store)","Snacks & Munchies","40","40","","6","ACTIVE","","cmsezwfcu000204l3bkowjw65",""
"290","Britannia Pure Magic Cookie","Grocery (Dark Store)","Snacks & Munchies","159","170","22 cookies","0","ACTIVE","","cms33n48n000a04l4ceuermpo",""
"291","Britannia Toast","Grocery (Dark Store)","Instant Foods","50","50","","57","ACTIVE","","cmsf0pobj000004l28ebu25e1",""
"292","Butterscotch Cake","Grocery (Dark Store)","Bakery ","230","250","","78","ACTIVE","bakery, cake, cakes","cmqp38kbo000004lbx0wovsdf",""
"293","Cabbage  (Bandha)","Grocery (Dark Store)","Fruits & Vegetables","45","50","1 pcs","48","ACTIVE","","cmqku03pl000004l2zfpre4or",""
"294","Cadbury Celebrations","Grocery (Dark Store)","Chocolates","160","160","153 g","2","ACTIVE","","cmsfs7ikc000404jrbhtlgwmm",""
"295","Cadbury Celebrations ","Grocery (Dark Store)","Chocolates","50","50","55 g","3","ACTIVE","","cmsfsbyng000504jpv21qhtcj",""
"296","Cadbury Celebrations ","Grocery (Dark Store)","Chocolates","110","110","110 g","4","ACTIVE","","cmsfs4xqd000104jroyxyp16n",""
"297","Cadbury Crespelo","Grocery (Dark Store)","Chocolates","20","20","20 g","9","ACTIVE","","cmsepnhwh000k04l80entfbof",""
"298","Cadbury Fuse","Grocery (Dark Store)","Chocolates","45","45","43 g","14","ACTIVE","","cmsept0ks000p04l8urkysntd",""
"299","Cadbury Mini Treats","Grocery (Dark Store)","Snacks & Munchies","125","133","15 units","0","ACTIVE","","cms356tgf000o04jxeh99206q",""
"300","Campa","Grocery (Dark Store)","Beverages","20","20","500 ml","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqheox3i000504kz4kdyx8cs",""
"301","Capsicum (Shimla)","Grocery (Dark Store)","Fruits & Vegetables","35","40","","97","ACTIVE","","cmqkv8bo1000004l5xv73vhgc",""
"302","Carrot ( Gajar)","Grocery (Dark Store)","Fruits & Vegetables","35","40","","98","ACTIVE","","cmqkvhik6000004l5gb0d05y1",""
"303","Cauliflower (Gobhi)","Grocery (Dark Store)","Fruits & Vegetables","70","80","1 pcs","0","ACTIVE","","cmqky7val000104l8zcpiqth6",""
"304","Ching's Manchurian Instant Noodles ","Grocery (Dark Store)","Grocery Essential ","69","80","256 g","1","ACTIVE","late-night","cmqtdog5t000104jm15hzanv1",""
"305","Choclate Peanut Butter ","Grocery (Dark Store)","Dry Fruits & Superfoods","159","159","227 g","0","ACTIVE","","cmt01o7a0000104k00cc7emu4",""
"306","Chocolate  Cone","Grocery (Dark Store)","Ice Cream","35","35","1 Serving","1998","ACTIVE","desserts, desserts, ice-cream, ice cream, kulfi, dessert, sweet, veg, restaurant, restaurant","cmqhfd92t000204kz2rasvwig",""
"307","Chocolate Cake","Grocery (Dark Store)","Bakery ","230","250","","73","ACTIVE","bakery, cake, cakes","cmqp3fsy0000004lbqhvbyj82",""
"308","Chocolate Horlicks ","Grocery (Dark Store)","Dry Fruits & Superfoods","249","249","500 g","1","ACTIVE","","cmt038rpx000604ie3rk0ryf1",""
"309","Chocolate Peanut Butter ","Grocery (Dark Store)","Dry Fruits & Superfoods","319","319","510 g","2","ACTIVE","","cmt01v6n1000704l2gjrpr6qg",""
"310","Chocos Multigrain","Grocery (Dark Store)","Snacks & Munchies","75","75","127 g","2","ACTIVE","","cmsexp6ar000204jyjx9xwmo6",""
"311","Clean And Clear Foaming Facewash For Oily Skin","Grocery (Dark Store)","Personal Care","349","539","240 ml","1","ACTIVE","Facewash","cmqtcp6lt000004ldrohmjs8l",""
"312","Closeup Toothpaste ","Grocery (Dark Store)","Grocery Essential ","229","260","150 g + 150 g (Mega Saver Pack)","0","ACTIVE","","cmreitwuh000304jparp8hpp2",""
"313","Colgate MaxFresh","Grocery (Dark Store)","Personal Care","249","280","Combo Pack (150 g + 150 g)","0","ACTIVE","","cmrej5cm3000104jpp36pvbzt",""
"314","Colgate Strong Teeth Anticavity Toothpaste","Grocery (Dark Store)","Personal Care","279","310","Super Saver (200g + 200g + 100g)","1","ACTIVE","","cmrejbffl000104laz68dljsp",""
"315","Cornflour ","Grocery (Dark Store)","Kitchen Needs","28","28","100 g","5","ACTIVE","","cmsf1ur92000704jrzlzobi17",""
"316","Cucumber  (Kheera)","Grocery (Dark Store)","Fruits & Vegetables","70","80","1 pc","100","ACTIVE","","cmqknhwh9000004i82podj2w7",""
"317","Custard ","Grocery (Dark Store)","Kitchen Needs","35","35","100 g","6","ACTIVE","","cmsf1zq8w000004jot327m8r7",""
"318","Dabur Red Gel Toothpaste ","Grocery (Dark Store)","Personal Care","249","270","300 g","1","ACTIVE","","cmrejth5r000404l7md0h33f0",""
"319","Dairy Milk ","Grocery (Dark Store)","Chocolates","20","20","20 g","21","ACTIVE","","cmsepzedu000k04l5lam5jyfg",""
"320","Dairy Milk ","Grocery (Dark Store)","Chocolates","45","45","45 g","15","ACTIVE","","cmseq9luh000204iamj8ennfd",""
"321","Dairy Milk ","Grocery (Dark Store)","Chocolates","99","100","112 g","6","ACTIVE","","cmseq6sch000r04l551ub154j",""
"322","Dairy Milk Silk","Grocery (Dark Store)","Chocolates","89","90","52 g","21","ACTIVE","","cmqum8wtq000604jsdv3omtl5",""
"323","Dairy Milk Silk ","Grocery (Dark Store)","Chocolates","204","205","129 g","14","ACTIVE","","cmser0vna000504jr102sn4nb",""
"324","Dalia ","Grocery (Dark Store)","Instant Foods","45","45","500 g","4","ACTIVE","","cmsfxjwoc000504juwveefmoj",""
"325","Dark Fantasy","Grocery (Dark Store)","Bakery ","159","170","20 packs","2","ACTIVE","bakery, biscuits, cookies, snacks, grocery","cmqt9buj6000004kt1vzrwy9b",""
"326","Dark Fantasy Choco Fills","Grocery (Dark Store)","Bakery ","40","40","","8","ACTIVE","bakery, biscuits, cookies, snacks, grocery","cmsf03k45000c04lag0fw7330",""
"327","Dark Fantasy Choco Rolls","Grocery (Dark Store)","Bakery ","169","200","20 Rolls","-6","ACTIVE","bakery, biscuits, cookies, snacks, grocery","cms33io6f000504l47q8afxvh",""
"328","Detol Handwash","Grocery (Dark Store)","Home Needs and Cleaning ","109","109","675 ml","2","ACTIVE","","cmsgi55h0000104l7uddh1eup",""
"329","Detol Soap (4 pc)","Grocery (Dark Store)","Personal Care","217","217","4 * 150 g","2","ACTIVE","","cmsgj5tmw000304jrzz16ro9p",""
"330","Detol Soap (5 pc)","Grocery (Dark Store)","Personal Care","182","182","5*100 g","2","ACTIVE","","cmsgj7mhy000404jrh5lrezub",""
"331","Dew","Grocery (Dark Store)","Beverages","20","20","400 ml","999","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqhem3yg000304kza2tpu1ba",""
"332","Diet Coke","Grocery (Dark Store)","Beverages","29","30","1 Can","0","ACTIVE","beverages, chilled, drinks, soft-drink, grocery","cmqhe6s0o000004kzr37pdot9",""
"333","Dragon Fruit ","Grocery (Dark Store)","Fruits & Vegetables","80","85","1 pc ","47","ACTIVE","fresh, fruits, vegetables","cmqj19zrs000004lb405f3g1n",""
"334","Emokleen Dishwash Liquid ","Grocery (Dark Store)","Home Needs and Cleaning ","51","89","","20","ACTIVE","Home Cleaning","cmrv2i6hq000704jv73hzzv5d",""
"335","Emokleen Dishwash Liquid ","Grocery (Dark Store)","Home Needs and Cleaning ","51","89","","20","ACTIVE","Home Cleaning","cmrv1cceg000604ibzcik3st3",""
"336","Emokleen Dishwash Tub","Grocery (Dark Store)","Home Needs and Cleaning ","50","60","400 gm","10","ACTIVE","Home Cleaning","cmrv0w73c000304lanq1ougrk",""
"337","Emokleen Floor Cleaner Lavender Fresh","Grocery (Dark Store)","Home Needs and Cleaning ","60","99","1 L","9","ACTIVE","Home Cleaning","cmrv25a2m000104l9taxwdqvl",""
"338","Emokleen Glass Cleaner ","Grocery (Dark Store)","Home Needs and Cleaning ","53","70","","20","ACTIVE","Home Cleaning","cmrv16z41000204jlyt9j6oa1",""
"339","Emokleen Hand Gel","Grocery (Dark Store)","Home Needs and Cleaning ","66","89","","20","ACTIVE","Home Cleaning","cmrv1x8zu000604jtqkzmlp93",""
"340","Emokleen Toilet Cleaner ","Grocery (Dark Store)","Home Needs and Cleaning ","44","49","","17","ACTIVE","Home Cleaning","cmrv2dlqu000204l8t315b344",""
"341","Energy Campa","Grocery (Dark Store)","Beverages","29","30","1 Can","99999","HIDDEN","beverages, chilled, drinks, soft-drink, grocery","cmqhe7hqy000104kzdhz09g0l",""
"342","Everest Black Pepper ","Grocery (Dark Store)","Kitchen Needs","92","92","50 g","9","ACTIVE","","cmsfvyjaz000k04l17auev6dx",""
"343","Everest Chicken Masala ","Grocery (Dark Store)","Kitchen Needs","49","49","50 g","10","ACTIVE","","cmsfvgwpe000704l7acjqge0x",""
"344","Everest Chole Masala ","Grocery (Dark Store)","Kitchen Needs","46","46","50 g","10","ACTIVE","","cmsfvcxjv000504l7qa5atmoz",""
"345","Everest Hing ","Grocery (Dark Store)","Kitchen Needs","143","143","50 g","10","ACTIVE","","cmsfw01n2000l04l1yfq4rcj4",""
"346","Everest Kashmiri Lal Mirch","Grocery (Dark Store)","Kitchen Needs","65","65","50 g","10","ACTIVE","","cmsfvuvhm000g04l1oruqmana",""
"347","Everest Kasuri Methi","Grocery (Dark Store)","Kitchen Needs","30","30","25 g","10","ACTIVE","","cmsfvxho9000i04l1v3hfzqn2",""
"348","Everest Kitchen King ","Grocery (Dark Store)","Kitchen Needs","48","48","50 g","9","ACTIVE","","cmsfv2dpd000d04juvooci2m7",""
"349","Everest Meat Masala ","Grocery (Dark Store)","Kitchen Needs","49","49","50 g","10","ACTIVE","","cmsfvqbgo000i04l76d7o9hgb",""
"350","Everest Pav Bhaji Masala ","Grocery (Dark Store)","Kitchen Needs","48","48","50 g","10","ACTIVE","","cmsfvotox000t04jvdhhrbm44",""
"351","Everest Raita-Dahivada Masala","Grocery (Dark Store)","Kitchen Needs","42","42","50 g","10","ACTIVE","","cmsfvehlw000604l7jqvutk69",""
"352","Everest Sabji Masala ","Grocery (Dark Store)","Kitchen Needs","39","39","50 g","9","ACTIVE","","cmsfvrlv2000a04l1fui0rn9x",""
"353","Everest Sambhar Masala ","Grocery (Dark Store)","Kitchen Needs","46","46","50 g","8","ACTIVE","","cmsfvaj3u000404l7abwnqks2",""
"354","Five Star Oreo","Grocery (Dark Store)","Chocolates","45","45","42 g","15","ACTIVE","","cmser9kro000e04l8ugadrg2g",""
"355","Floor Cleaner Rose Fresh","Grocery (Dark Store)","Home Needs and Cleaning ","68","99","1 L","10","ACTIVE","","cmrv297zk000204l6d5tvi9bc",""
"356","Fresh Apples","Grocery (Dark Store)","Fruits & Vegetables","230","250","1 kg","37","ACTIVE","fresh, fruits, vegetables, breakfast","cmqij41kj000004l7zi217u83",""
"357","Funfoods Pasta & Pizza Red Sauce","Grocery (Dark Store)","Instant Foods","45","45","100 g","11","ACTIVE","","cmsgiul56000004jrzd9ppdut",""
"358","Funfoods Veg Mayonnaise","Grocery (Dark Store)","Instant Foods","49","49","","11","ACTIVE","","cmsgisxr3000104kylbb8na15",""
"359","Fusilli Pasta","Grocery (Dark Store)","Instant Foods","79","140","400 g","6","ACTIVE","","cmsfxyr3o000804lah96mld4u",""
"360","Garlic (Lahsun)","Grocery (Dark Store)","Fruits & Vegetables","65","80","","30","ACTIVE","","cmqkvkbn2000104l5tksmvbmy",""
"361","Ginger (Adrak)","Grocery (Dark Store)","Fruits & Vegetables","50","60","1 pc","97","ACTIVE","","cmqknppqv000004i8rog9jorb",""
"362","Good Life Roasted Flax Seed","Grocery (Dark Store)","Grocery Essential ","99","140","100 g","1","ACTIVE","seeds","cmrellgj2000004ie6k7pu2bv",""
"363","Good Life Roasted Pumpkin Seed","Grocery (Dark Store)","Grocery Essential ","115","120","100 g","0","ACTIVE","seeds","cmrelj20k000204l6tyc2aljn",""
"364","Good Life Roasted Sunflower Seed","Grocery (Dark Store)","Grocery Essential ","135","140","100 g","0","ACTIVE","seeds","cmrelpiyw000304l5j77plw58",""
"365","Good Life Sugar 1 kg Pack","Grocery (Dark Store)","Grocery Essential ","43","60","1 kg","0","ACTIVE","","cmqtgauyi000104l5hl2u7t1a",""
"366","Good Life Value Almond","Grocery (Dark Store)","Grocery Essential ","529","550","500 g","1","ACTIVE","","cmrekwz3o000004l5b5q3473s",""
"367","Good Night Combo (Machine+ Refill)","Grocery (Dark Store)","Home Needs and Cleaning ","105","105","","5","ACTIVE","","cmsgjzacy000304l8sbl2mtj5",""
"368","Good Night Fast Card","Grocery (Dark Store)","Home Needs and Cleaning ","10","10","60","60","ACTIVE","","cmsgiejgn000304l7kgikvngl",""
"369","Good Night Refill","Grocery (Dark Store)","Home Needs and Cleaning ","85","85","","15","ACTIVE","","cmsgjptyn000304l77sm6iu92",""
"370","Grapes(Angoor)","Grocery (Dark Store)","Fruits & Vegetables","160","165","1kg","47","ACTIVE","","cmqj1djwx000104lbs9z4mcr9",""
"371","Green Brinjal (Baigan)","Grocery (Dark Store)","Fruits & Vegetables","25","30","","96","ACTIVE","","cmqkwd383000004l1c9xtga57",""
"372","Green Chili (Hari Mirch)","Grocery (Dark Store)","Fruits & Vegetables","25","30","","96","ACTIVE","","cmqktjc3n000004ldxa279qoe",""
"373","Green Corriander (Hari Dhaniya)","Grocery (Dark Store)","Fruits & Vegetables","15","20","","137","ACTIVE","","cmqktxom8000004ibncjatoqx",""
"374","Haldiram Bhelpuri","Grocery (Dark Store)","Snacks & Munchies","39","47","110 g","0","ACTIVE","late-night","cmqteaon8000004l2mu6ehzy5",""
"375","Haldiram's All In One ","Grocery (Dark Store)","Snacks & Munchies","60","60","","4","ACTIVE","Namkeen","cmsg0yvp8000504ihk5abkn3d",""
"376","Haldiram's Aloo Bhujia","Grocery (Dark Store)","Snacks & Munchies","55","55","","5","ACTIVE","Namkeen","cmsg1w55s000104jipnu83cwo",""
"377","Haldiram's Bhujia","Grocery (Dark Store)","Snacks & Munchies","60","60","","6","ACTIVE","Namkeen","cmsg0lq54000104l4m8d4wvio",""
"378","Haldiram's Boondi ","Grocery (Dark Store)","Snacks & Munchies","55","55","200 g","1","ACTIVE","Namkeen","cmsg28viv000a04ju82rybp9p",""
"379","Haldiram's CornFlakes Mixture ","Grocery (Dark Store)","Snacks & Munchies","80","80","","6","ACTIVE","Namkeen","cmsg06sig001i04jp5tz8m99r",""
"380","Haldiram's Kaju Mixture ","Grocery (Dark Store)","Snacks & Munchies","100","100","","5","ACTIVE","Namkeen","cmsg1g553000p04i3e3k3qlrz",""
"381","Haldiram's Kashmiri Mixture ","Grocery (Dark Store)","Snacks & Munchies","90","90","","5","ACTIVE","Namkeen","cmsg176lf000804i3kqt5sa4v",""
