"S.No","Product Name","Type / Outlet","Category","Price (₹)","MRP (₹)","Unit","Stock","Status","Tags","Product ID","Restaurant ID"
"105","White Sauce Pasta","A.S. Restaurant (as-restaurant)","Fruits & Vegetables","125","125","1 Plate","999","ACTIVE","italian-pasta, italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, restaurant","cmqighzcw000104l85q9krcrq","cms2p1lap0000n0id8alldboy"
"106","Afghani Paneer Tikka","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","269","269","","999","ACTIVE","restaurant, tandoori-nawab-nawab","cmrmyymkv000304jptvgw7yjq","cms2p1lyx0001n0idod904lfu"
"107","Aloo Paratha (2 Pc)","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","99","99","","999","HIDDEN","restaurant, breakfast","cmrlvq7th000204jr4pmfpbbd","cms2p1lyx0001n0idod904lfu"
"108","Aloo Paratha with Curd","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","139","139","","999","HIDDEN","restaurant, breakfast","cmrlvtp5x000104l7wz43zkxl","cms2p1lyx0001n0idod904lfu"
"109","Bread Omlette ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","99","99","","999","HIDDEN","restaurant, breakfast","cmrlwb6au000004l77w8i6gzs","cms2p1lyx0001n0idod904lfu"
"110","Butter Naan","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","40","40","1 Naan","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm16cex000104jzrdd5ak3o","cms2p1lyx0001n0idod904lfu"
"111","Butter scotch Shake","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","shake, restaurant","cmrss4lo7000304jxv5rckk78","cms2p1lyx0001n0idod904lfu"
"112","Capsicum Tomato Onion Pizza ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","restaurant, pizza","cmrt07a4f000104jpynr4oqs9","cms2p1lyx0001n0idod904lfu"
"113","Cheese Burger","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","79","79","","999","ACTIVE","burger, restaurant","cmrt3tslm000504jp5to4241z","cms2p1lyx0001n0idod904lfu"
"114","Cheese Chigar Roll","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","restaurant, starter","cmrswq0qj000004lbowxwc4lg","cms2p1lyx0001n0idod904lfu"
"115","Chilli Garlic Naan","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","69","69","1 Naan","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm186ze000004l7yr23turt","cms2p1lyx0001n0idod904lfu"
"116","Choclate Shake","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","113","119","","999","ACTIVE","desserts, shake, shakes, ice-cream","cmrsrjxhp000204ktwuv4eqxx","cms2p1lyx0001n0idod904lfu"
"117","Chola Kulcha ( 2 Pc)","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","HIDDEN","restaurant, breakfast","cmrluzvl1000104l6e65kbwvs","cms2p1lyx0001n0idod904lfu"
"118","Chole Bhature (2Pc)","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","129","129","","999","HIDDEN","restaurant, breakfast","cmrluylaw000004l6vf9rhjgc","cms2p1lyx0001n0idod904lfu"
"119","Corn Cheese Ball","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","restaurant, starter","cmrsxo4uk000404l9roou2ogp","cms2p1lyx0001n0idod904lfu"
"120","Corn Cheese Pizza","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","pizza, restaurant","cmrt08rum000204jpj1zgzdu6","cms2p1lyx0001n0idod904lfu"
"121","Dahi ke Kebab","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","restaurant, special-starters","cmru4tsz7000c04jovcpga6h3","cms2p1lyx0001n0idod904lfu"
"122","Dal Fry","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","139","139","","998","ACTIVE","restaurant, dal","cmrmgwve5000104lexwyi9zib","cms2p1lyx0001n0idod904lfu"
"123","Dal Jeera Se","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","dal, restaurant","cmrmh8a1c000004l182ri9eo8","cms2p1lyx0001n0idod904lfu"
"124","Dal Makhani","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","219","219","","999","ACTIVE","restaurant, dal","cmrmgyxvq000204jspcd2gq1i","cms2p1lyx0001n0idod904lfu"
"125","Dal tadka","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","169","169","","999","ACTIVE","restaurant, dal","cmrmgxs81000104jssg6x3tdb","cms2p1lyx0001n0idod904lfu"
"126","Double Tikki Burger ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","89","89","","999","ACTIVE","burger, restaurant","cmrt3sf7u000204jpvz39vqv7","cms2p1lyx0001n0idod904lfu"
"127","Garlic Naan","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","59","59","1 Naan","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm178zr000204jzhwyifbf4","cms2p1lyx0001n0idod904lfu"
"128","Hakka Noodles","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","159","159","","999","ACTIVE","restaurant, special-starters","cmrz8g1uk000g04l7jjp3mmy6","cms2p1lyx0001n0idod904lfu"
"129","Handi Paneer","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","299","299","","999","ACTIVE","restaurant, main-course","cmrlmq9ia000904l58smri8vt","cms2p1lyx0001n0idod904lfu"
"130","Hariyali Paneer Tikka","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","219","219","","999","ACTIVE","special-starters, restaurant","cmru4yl1q000304i8zehivp8a","cms2p1lyx0001n0idod904lfu"
"131","Hydrabadi Handi Biryani ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmfmc32000205jso77x37o0","cms2p1lyx0001n0idod904lfu"
"132","Jeera Rice","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","129","129","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmf3dma000104joh21t7a2b","cms2p1lyx0001n0idod904lfu"
"133","Kadhai Mushroom ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","restaurant, main-course","cmrlmvzcb000004l56sy2t36p","cms2p1lyx0001n0idod904lfu"
"134","Kadhai Paneer","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","998","ACTIVE","restaurant, main-course","cmrlmx4xa000104l5s7bvtwfg","cms2p1lyx0001n0idod904lfu"
"135","Lachha Paratha ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","39","39","1 Paratha","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm1cpup000604l7kljgum7w","cms2p1lyx0001n0idod904lfu"
"136","Matar Mushroom ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","restaurant, main-course","cmrlmuw8i000104l74y76d28i","cms2p1lyx0001n0idod904lfu"
"137","Matar Paneer","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","main-course, restaurant","cmrlmr8xn000a04l50b7umfb1","cms2p1lyx0001n0idod904lfu"
"138","Matar Pulav","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","139","139","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmf5oj6000204jockdd0qni","cms2p1lyx0001n0idod904lfu"
"139","Missi Roti","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","39","39","1 Roti","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm199qj000104l79guia4eq","cms2p1lyx0001n0idod904lfu"
"140","Mushroom do pyaaza ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","main-course, restaurant","cmrlmszdd000c04l5jxtecg3t","cms2p1lyx0001n0idod904lfu"
"141","Mushroom Malai Tikka","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","restaurant, tandoori-nawab-nawab","cmrmz9eeb000004kzx2kogy0b","cms2p1lyx0001n0idod904lfu"
"142","Mushroom Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","restaurant, main-course","cmrlmu2gh000004l7fysthp1q","cms2p1lyx0001n0idod904lfu"
"143","Mushroom Tikka Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","restaurant, tandoori-nawab-nawab","cmrmz20np000404jp6irdfppn","cms2p1lyx0001n0idod904lfu"
"144","Oreo Shake","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","shake, restaurant","cmrsrzdeq000304kte45vq50j","cms2p1lyx0001n0idod904lfu"
"145","Paneer Bhurji","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","main-course, restaurant","cmrlmp3cg000404l5eqemt275","cms2p1lyx0001n0idod904lfu"
"146","Paneer Burger","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","109","109","","999","ACTIVE","burger, restaurant","cmrt3vbmg000704jpx4tcnvd5","cms2p1lyx0001n0idod904lfu"
"147","Paneer Butter Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","restaurant, main-course","cmrl24qmo000004jr7ev2408f","cms2p1lyx0001n0idod904lfu"
"148","Paneer do pyaaza","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","289","289","","999","ACTIVE","restaurant, main-course","cmrl2gmxh000004jst4bq85c1","cms2p1lyx0001n0idod904lfu"
"149","Paneer Lababdaar","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","289","289","","999","ACTIVE","restaurant, main-course","cmrl2dfi2000104jyehvgdun1","cms2p1lyx0001n0idod904lfu"
"150","Paneer Malai Tikka ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","269","269","","999","ACTIVE","restaurant, tandoori-nawab-nawab","cmrmyaa1w000104ldi88g5p3c","cms2p1lyx0001n0idod904lfu"
"151","Paneer Paratha (2 Pc)","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","HIDDEN","restaurant, breakfast","cmrlvvna6000304l01gaoau7n","cms2p1lyx0001n0idod904lfu"
"152","Paneer Tikka ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","restaurant, tandoori-nawab-nawab","cmrmxv377000104l4cl826asl","cms2p1lyx0001n0idod904lfu"
"153","Paneer Tikka Biryani","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","269","269","","998","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmflcmm000105jsautpv6kc","cms2p1lyx0001n0idod904lfu"
"154","Paneer Tikka Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","289","289","","999","ACTIVE","restaurant, main-course","cmrl1v5co000004il4r5m2ezn","cms2p1lyx0001n0idod904lfu"
"155","Paneer Tikka Pizza ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","pizza, restaurant","cmrt0h30j000004jr0k0642zs","cms2p1lyx0001n0idod904lfu"
"156","Pavbhaji ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","pizza, restaurant","cmrt0xqc2000d04jp0g6h4e69","cms2p1lyx0001n0idod904lfu"
"157","Peanut Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","129","129","","999","ACTIVE","starter, restaurant","cmrswtpsz000004l7yn9z2oq0","cms2p1lyx0001n0idod904lfu"
"158","Pineapple Shake","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","shake, restaurant","cmrsryjif000204ktygqffk9g","cms2p1lyx0001n0idod904lfu"
"159","Pink Pasta ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","pasta, restaurant","cmrt5y0bg000604jp9i8240ay","cms2p1lyx0001n0idod904lfu"
"160","Plain Naan","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","35","35","1 Naan","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm15fvf000004jzdgouciuz","cms2p1lyx0001n0idod904lfu"
"161","Poha","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","99","99","","998","HIDDEN","restaurant, breakfast","cmrlvy1pv000204kz9f6xxprs","cms2p1lyx0001n0idod904lfu"
"162","Poori Bhaji (4 Pcs)","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","HIDDEN","restaurant, breakfast","cmrlvwuzi000304l7h82uwdvt","cms2p1lyx0001n0idod904lfu"
"163","Punjabi Paneer Tikka","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","259","259","","999","ACTIVE","restaurant, special-starters","cmru4s4eg000904jou5euhpg2","cms2p1lyx0001n0idod904lfu"
"164","Red Pasta","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","restaurant, pasta","cmrt5udjm000204jpzo1is7y7","cms2p1lyx0001n0idod904lfu"
"165","Shahi Paneer","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","225","225","","998","ACTIVE","restaurant, main-course","cmrlmo5cc000104l5g7w5dy8w","cms2p1lyx0001n0idod904lfu"
"166","Soya Chaap Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","289","289","","999","ACTIVE","restaurant, main-course","cmrlms62y000b04l5savd1f78","cms2p1lyx0001n0idod904lfu"
"167","Soya malai chaap","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","219","219","","999","ACTIVE","special-starters, restaurant","cmru4v0uw000004jm2d2t9t6h","cms2p1lyx0001n0idod904lfu"
"168","Soya Masala Chaap","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","special-starters, restaurant","cmru4wy6w000004i8ld5xg142","cms2p1lyx0001n0idod904lfu"
"169","Steamed Rice","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmf1y7l000004jooq294z9e","cms2p1lyx0001n0idod904lfu"
"170","Strawberry Shake","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","113","119","","999","ACTIVE","shake, desserts, ice-cream","cmrsrj1tm000104ktm7atwbgm","cms2p1lyx0001n0idod904lfu"
"171","Stuffed Aloo Kulcha ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","59","59","1 Kulcha","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm1ariv000204l76ngsam10","cms2p1lyx0001n0idod904lfu"
"172","Stuffed Paneer Kulcha","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","79","79","1 Kulcha","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm1bipx000504l7jzzj8ssh","cms2p1lyx0001n0idod904lfu"
"173","Tandoori Plater ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","299","299","","999","ACTIVE","special-starters, restaurant","cmru58umu000504jxuxfb0gji","cms2p1lyx0001n0idod904lfu"
"174","Tandoori Roti Butter","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","20","20","1 Roti","999","ACTIVE","restaurant, roti-naan-kulcha","cmrm13y8x000004kzj8994frg","cms2p1lyx0001n0idod904lfu"
"175","Tandoori Roti Plain","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","15","15","1 Roti","997","ACTIVE","restaurant, roti-naan-kulcha","cmrm12nnp000i04jzdpefptef","cms2p1lyx0001n0idod904lfu"
"176","Turban Paneer Masala ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","319","319","","999","ACTIVE","restaurant, main-course","cmrlmya70000804joqnuorx4w","cms2p1lyx0001n0idod904lfu"
"177","Vanilla Shake","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","desserts, shake, shakes, restaurant","cmrss5aar000404jx8x5l8p0y","cms2p1lyx0001n0idod904lfu"
"178","Veg biryani","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","229","229","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmfkc3w000005jsz6sq8xuw","cms2p1lyx0001n0idod904lfu"
"179","Veg Burger ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","69","69","","998","ACTIVE","restaurant, burger","cmrt3qx89000104jp3ukhahpj","cms2p1lyx0001n0idod904lfu"
"180","Veg Cream of Mushroom ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","restaurant, soup","cmrsuw5kk000104l14nl01rim","cms2p1lyx0001n0idod904lfu"
"181","Veg Grilled Sandwich ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","restaurant, pizza","cmrt0taao000404jrmvvshf05","cms2p1lyx0001n0idod904lfu"
"182","Veg Hot & Sour Soup","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","soup, restaurant","cmrsuqd84000104l7g989ogmi","cms2p1lyx0001n0idod904lfu"
"183","Veg Manchow Soup","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","soup, restaurant","cmrsv3kmv000004l141nb4g7o","cms2p1lyx0001n0idod904lfu"
"184","Veg Navratan Pulav","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmfb6fc000004l0vpzzbqjj","cms2p1lyx0001n0idod904lfu"
"185","Veg Pulav","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","159","159","","999","ACTIVE","restaurant, basmati-rice-/-biryani","cmrmf7qus000004i9uwd6ldhc","cms2p1lyx0001n0idod904lfu"
"186","Veg Sandwich ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","139","139","","999","ACTIVE","pizza, restaurant","cmrt0s447000204jr74hce80k","cms2p1lyx0001n0idod904lfu"
"187","Veg Seekh Kebab ","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","special-starters, restaurant","cmru565v2000304jxsbnmjmit","cms2p1lyx0001n0idod904lfu"
"188","Veg Sweet Corn Soup","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","119","119","","999","ACTIVE","restaurant, soup","cmrsukjvt000204l1dmv65rid","cms2p1lyx0001n0idod904lfu"
"189","Vegetable Spring Roll","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","129","129","","999","ACTIVE","restaurant, starter","cmrswn8a0000004l45lulcjqj","cms2p1lyx0001n0idod904lfu"
"190","White Pasta","Wedson Restaurant (wedson-restaurant)","Fruits & Vegetables","229","229","","999","ACTIVE","pasta, restaurant","cmrt5wctn000504jp1ofd17bd","cms2p1lyx0001n0idod904lfu"
"191","Achari Paneer Tikka ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","220","220","","999","ACTIVE","tandoori-nawab-nawab, restaurant","cmsegha5e000g04kzrtvv6dg6","cmsbhxb6a000304if8kf1cwji"
"192","Afghani Paneer Tikka ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","249","249","","999","ACTIVE","tandoori-nawab-nawab, restaurant","cmsegd9n2000h04ldaku65c19","cmsbhxb6a000304if8kf1cwji"
"193","Aloo Kulcha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","55","55","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8e1gh000704jwdsg3ex00","cmsbhxb6a000304if8kf1cwji"
"194","Aloo Paratha ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","80","80","","999","ACTIVE","breakfast, restaurant","cmsdlda0u000404ky6qalxjv3","cmsbhxb6a000304if8kf1cwji"
"195","Amritsari Chole","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","main-course, restaurant","cmsdn6ct9000104ji5g9vuc2c","cmsbhxb6a000304if8kf1cwji"
"196","Bal Udyan Special Paneer","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","290","290","","999","ACTIVE","main-course, restaurant","cmsdn9w4r000204k1mjjm29k1","cmsbhxb6a000304if8kf1cwji"
"197","Butter Naan","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","30","30","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8c1sl000604jwjoyutg94","cmsbhxb6a000304if8kf1cwji"
"198","Butterscotch Cup","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","19","20","","999","HIDDEN","ice-cream, desserts, kulfi, cones","cmrubtlws000204l1sb2ty6m6","cmsbhxb6a000304if8kf1cwji"
"199","Cheese Balls","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","130","130","","999","ACTIVE","starter, restaurant","cmsed9oqz000v04kvbp0a07kb","cmsbhxb6a000304if8kf1cwji"
"200","Cheese Sigar Roll","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","140","140","","999","ACTIVE","starter, restaurant","cmsec8orc000004kvgi8ynd10","cmsbhxb6a000304if8kf1cwji"
"201","Chilli Mushroom ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","225","225","","999","ACTIVE","starter, restaurant","cmseddpb5000104l4bxq4dz2h","cmsbhxb6a000304if8kf1cwji"
"202","Chilli Paneer","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","1 Plate","999","ACTIVE","starters-tandoori, special-starters, tandoori-nawab-nawab, starter, starters, kebabs, tikka, chaap, veg, restaurant, restaurant","cmsedbns5000104l6vltn20ag","cmsbhxb6a000304if8kf1cwji"
"203","Chola Kulcha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","110","110","","999","ACTIVE","breakfast, restaurant","cmsdlgl7e000004l2ibqytuun","cmsbhxb6a000304if8kf1cwji"
"204","Chola Paneer Kulcha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","129","129","","999","ACTIVE","breakfast, restaurant","cmsdlhz7j000304l266vxi7sp","cmsbhxb6a000304if8kf1cwji"
"205","Chole Bhature","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","110","110","2 pc","997","ACTIVE","breakfast, paratha, poori, chole-bhature, nashta, poha, veg, restaurant","cmsdl3o7z000104kyfe3g61yg","cmsbhxb6a000304if8kf1cwji"
"206","Coca Cola ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","29","30","1 Can","999","HIDDEN","beverages, chilled, drinks, soft-drink","cmqhe2f60000004js1qdbd61j","cmsbhxb6a000304if8kf1cwji"
"207","Corn Cheeze Ball","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","130","130","","999","ACTIVE","starter, restaurant","cmsecxl1j000504kvmtkvqrms","cmsbhxb6a000304if8kf1cwji"
"208","Crispy Corn ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","starter, restaurant","cmseeaqi9000304jy6sxl6y0t","cmsbhxb6a000304if8kf1cwji"
"209","Dahi ke Kabab","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","starter, restaurant","cmsedk7o0000404jpja0plzms","cmsbhxb6a000304if8kf1cwji"
"210","Dal Fry","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","120","120","","999","ACTIVE","dal, restaurant","cmsegqv52000d04ju3hizxhs5","cmsbhxb6a000304if8kf1cwji"
"211","Dal Makhani ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","180","180","","999","ACTIVE","dal, restaurant","cmsegs7fw000i04juj0rlaxhq","cmsbhxb6a000304if8kf1cwji"
"212","Dal Tadka","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","149","149","","999","ACTIVE","dal, restaurant","cmsegrkv9000g04jufcn3b1v5","cmsbhxb6a000304if8kf1cwji"
"213","Extra Pav ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","30","30","","999","ACTIVE","starter, restaurant","cmsee6l2f000104jytdauw6o0","cmsbhxb6a000304if8kf1cwji"
"214","French Fries ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","79","79","","999","ACTIVE","starter, restaurant","cmsecwr2g000404kvj5uc0tr2","cmsbhxb6a000304if8kf1cwji"
"215","Garlic Naan","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","50","50","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8ki1y000404lalyxste54","cmsbhxb6a000304if8kf1cwji"
"216","Handi Paneer","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","249","249","","998","ACTIVE","restaurant, main-course","cmsdmpw6v000204lesdu8r1yy","cmsbhxb6a000304if8kf1cwji"
"217","Hara Bhara Kabab ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","140","140","","999","ACTIVE","starter, restaurant","cmsechdyg000304jok87rnrqw","cmsbhxb6a000304if8kf1cwji"
"218","Honey Chilli Potato ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","169","169","","999","ACTIVE","starter, restaurant","cmsedhkb1000404l4l8hbmoll","cmsbhxb6a000304if8kf1cwji"
"219","Kadhai Paneer ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","239","239","","999","ACTIVE","main-course, restaurant","cmsdmfryt000404l78a0wbwle","cmsbhxb6a000304if8kf1cwji"
"220","Lachcha Paratha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","30","30","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse8n44x000704la72kq1nsv","cmsbhxb6a000304if8kf1cwji"
"221","Maggie","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","70","70","","999","ACTIVE","breakfast, restaurant","cmsdlmtfi000904l1plhv5bds","cmsbhxb6a000304if8kf1cwji"
"222","Matar Paneer ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","200","200","","998","ACTIVE","main-course, restaurant","cmsdmgnrz000604l7peuxmqsb","cmsbhxb6a000304if8kf1cwji"
"223","Missi Roti","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","25","25","","999","ACTIVE","roti-naan-kulcha, restaurant","cmse842fn000904l8r120d3v6","cmsbhxb6a000304if8kf1cwji"
"224","Mix Pakodi","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","100","100","","999","ACTIVE","starter, restaurant","cmseejw1w001j04kv7oiuzm1c","cmsbhxb6a000304if8kf1cwji"
"225","Mix Paratha ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","90","90","","999","ACTIVE","breakfast, restaurant","cmsdltm2e000704jl3mab5vac","cmsbhxb6a000304if8kf1cwji"
"226","Mix Vegetable ","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","199","199","","999","ACTIVE","main-course, restaurant","cmsdndssi000404k1yys6qhiz","cmsbhxb6a000304if8kf1cwji"
"227","Muli Paratha","Bal Udyan Restaurant (bal-udyan-restaurant)","Fruits & Vegetables","80","80","","999","ACTIVE","breakfast, restaurant","cmsdls2l4000504jlcsp8x3ej","cmsbhxb6a000304if8kf1cwji"
