"S.No","Product ID","Product / Dish Name","Outlet / Type","Category Name","Category Slug","Price (₹)","MRP (₹)","Discount (%)","Unit","Stock","Storefront Status","Menu Tags","Restaurant ID","Category ID"
"16","cmqhthroi000004jm7qs4w6yg","Cheezy Paneer Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","129","139","7","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"17","cmqi29esq000104jul11c2g04","Chili Garlic Noodles","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","95","95","0","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"18","cmqjdrdpt000004jsmk69y8tb","Chili Garlic Rice","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","95","95","0","","99999","ACTIVE (VISIBLE)","rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"19","cmqi33m21000004jj1jm44pjh","Chili Paneer","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","135","179","25","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"20","cmqi2saaw000004l79ak7g2sr","Chili Potato","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","85","99","14","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"21","cmqhzjf0x000004l13sdhh9ws","Choco Delight","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","85","85","0","300 ml","999","ACTIVE (VISIBLE)","cold-coffee, cold coffee, iced coffee, iced-coffee, coldcoffee, shake, shakes, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"22","cmqhztm5k000004jud47mx8o0","Chocolate Shake","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","90","90","0","300 ml","999","ACTIVE (VISIBLE)","shakes, shake, milkshake, milkshakes, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"23","cmqhykgmz000004jucm99q59h","Classic Cold Coffee","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","60","60","0","300ml","999","ACTIVE (VISIBLE)","cold-coffee, cold coffee, iced coffee, iced-coffee, coldcoffee, shake, shakes, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"24","cmqhv7a50000104jxa8x5anbw","Corn Cheeze Burger","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","80","80","0","","99999","ACTIVE (VISIBLE)","burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"25","cmqhxvnfr000004jxq2npqa3s","Corn Cheeze Garlic Bread","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","105","105","0","4 Pcs","99999","ACTIVE (VISIBLE)","garlic-bread, garlic bread, garlic-breads, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"26","cmqhvw0f8000104i8i4549ujo","Corn Cheeze Sandwitch","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","90","90","0","","99999","ACTIVE (VISIBLE)","sandwiches, sandwich, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"27","cmqhtemk7000004i6oc8bc5ee","Desi Style Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","129","139","7","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"28","cmqrr4sb4000104jy5bossral","Extra Pav","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","25","39","36","1 Pav ( 3Pcs)","999","ACTIVE (VISIBLE)","bombay-bites, bombay bites, bombay-bite, bombay bite, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"29","cmqi40nph000204l4doqm7pvl","French Fries/ Finger","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","50","50","0","","99999","ACTIVE (VISIBLE)","hot-bite, snacks, momos, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"30","cmqhz56ri000004juemwv5bqn","Green Apple Mojito","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","80","80","0","300 ml","999","ACTIVE (VISIBLE)","mocktails, mocktail, coolers, cooler, mojito, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"31","cmqhyzera000204juu848lxrz","Green Mint Mojito","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","80","80","0","300 ml","999","ACTIVE (VISIBLE)","mocktails, mocktail, coolers, cooler, mojito, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"32","cmqi1vyf3000004l8lf96p8qt","Hakka Noodles","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","85","85","0","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"33","cmqhtp68g000004i6zpv2x2vs","Italian Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","129","139","7","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"34","cmqi2xyx5000004jj44kl54wt","Manchurian","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","85","99","14","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"35","cmqhr6jb4000004kyqmmyp7vt","Margherita Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","99","109","9","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"36","cmqigtmrg000004l11nz6jo3v","Mix Sauce Pasta","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","125","125","0","","99999","ACTIVE (VISIBLE)","italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"37","cmqhxy8rt000204jxepz12vcs","Mix Veg Garlic Bread","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","110","110","0","4 Pcs","99999","ACTIVE (VISIBLE)","garlic-bread, garlic bread, garlic-breads, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"38","cmqhrugyu000004i98zvpckjq","Onion Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","109","119","8","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"39","cmqhzvpd3000104l1zw5ckyhs","Oreo Chocolate Shake","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","100","100","0","300 ml","999","ACTIVE (VISIBLE)","shakes, shake, milkshake, milkshakes, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"40","cmqhv2kmm000104ib8qg2hypi","Paneer Burger","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","50","50","0","","99999","ACTIVE (VISIBLE)","burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"41","cmqhv67ku000004jxd0rt6tz2","Paneer Cheeze Burger","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","75","75","0","","99999","ACTIVE (VISIBLE)","burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"42","cmqj7jiiy000204jv9ggxmt64","Paneer Cheeze Frankie Roll","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","90","90","0","","99999","ACTIVE (VISIBLE)","frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"43","cmqhxwyd8000104jxwte0tsvg","Paneer Cheeze Garlic Bread","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","115","115","0","4 Pcs","99999","ACTIVE (VISIBLE)","garlic-bread, garlic bread, garlic-breads, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"44","cmqhvscox000004i88wio37ya","Paneer Cheeze Sandwitch","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","90","90","0","","99999","ACTIVE (VISIBLE)","sandwiches, sandwich, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"45","cmqj7h4vv000104jv1m9nmhvo","Paneer Frankie Roll","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","80","80","0","","99999","ACTIVE (VISIBLE)","frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"46","cmqi3xox3000104l4gspat3pi","Paneer Fried Momos","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","65","65","0","8 Pcs","999","ACTIVE (VISIBLE)","hot-bite, snacks, momos, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"47","cmqjdbztr000104jswmqy0lxx","Paneer Fried Rice","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","105","105","0","","99999","ACTIVE (VISIBLE)","rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"48","cmqj7kgcm000304jvmx7w0kma","Paneer Kathi Roll","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","90","90","0","","99999","ACTIVE (VISIBLE)","frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"49","cmqhts7vn000004l1tom75kqk","Paneer Makhani Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","149","159","6","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"50","cmqi21si4000004jubnu2g1cx","Paneer Noodles","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","95","95","0","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"51","cmqhvpaww000204jx72plxjya","Paneer Sandwitch","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","80","80","0","","99999","ACTIVE (VISIBLE)","sandwiches, sandwich, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"52","cmqhvyb4x000204i8q8a2npdz","Pizza Sandwitch","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","135","135","0","","99999","ACTIVE (VISIBLE)","sandwiches, sandwich, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"53","cmqiggt09000004l86a1apssj","Red Sauce Pasta","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","115","115","0","","99999","ACTIVE (VISIBLE)","italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"54","cmqi273r1000004ic6e36qx4z","Sezwan Noodles","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","90","90","0","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"55","cmqjdjt3i000004jseqdvheia","Sezwan Rice","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","95","95","0","","99999","ACTIVE (VISIBLE)","rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"56","cmqigfcf4000004ldcqc58t9f","Sezwan Sauce Pasta","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","95","95","0","","99999","ACTIVE (VISIBLE)","italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"57","cmqi2l00e000004l1i0tlf3uw","Singapuri Noodles","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","105","105","0","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"58","cmqjdsq0u000104js445kl6jw","Singapuri Rice","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","115","115","0","","99999","ACTIVE (VISIBLE)","rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"59","cmqhw38rc000004l4wbswlwzc","Special Sandwich","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","100","100","0","","99999","ACTIVE (VISIBLE)","sandwiches, sandwich, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"60","cmqhtzt1t000004jorbi3qwp4","Spicy Veggie Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","149","159","6","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"61","cmqi41wcm000004jpiod6g5ko","Spring Roll","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","50","50","0","","99999","ACTIVE (VISIBLE)","hot-bite, snacks, momos, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"62","cmqhzo083000204ic1ujhimgj","Strawberry Shake","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","85","85","0","300 ml","999","ACTIVE (VISIBLE)","shakes, shake, milkshake, milkshakes, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"63","cmqhtmaqg000004ld19thbri9","Sweet Corn Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","129","139","7","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"64","cmqhtugvz000004jmp6yuo0xi","Tandoori Paneer Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","149","159","6","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"65","cmqht3pis000004jmml4tir0s","Tomato Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","109","119","8","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"66","cmqhzlgby000004icf92dj6ua","Vanilla Shake","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","85","85","0","300 ml","999","ACTIVE (VISIBLE)","shakes, shake, milkshake, milkshakes, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"67","cmqhv1hej000004ibh5q6wzgg","Veg Burger","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","40","40","0","","99999","ACTIVE (VISIBLE)","burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"68","cmqj7g0ms000004jvs6xbmk8f","Veg Frankie Roll","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","70","70","0","","99999","ACTIVE (VISIBLE)","frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"69","cmqi3vz1u000004l4spawcpbv","Veg Fried Momos","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","50","50","0","8 pcs","999","ACTIVE (VISIBLE)","hot-bite, snacks, momos, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"70","cmqjd9nvb000004jsfg3ewbza","Veg Fried Rice","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","80","80","0","","99999","ACTIVE (VISIBLE)","rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"71","cmqhvmm7b000004jxhu7strzq","Veg Masala Sandwitch","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","70","70","0","","99999","ACTIVE (VISIBLE)","sandwiches, sandwich, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"72","cmqi1tksh000004icq037c12i","Veg Noodles","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","60","60","0","","99999","ACTIVE (VISIBLE)","chinese, chinese-cuisine, chinese cuisine, veg, restaurant, as-restaurant, as, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"73","cmqhuctgp000004joxvh4wa9e","Veg Special Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","169","179","6","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"74","cmqhuj9qq000004jod1cke6xa","Veggie Delite Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","189","199","5","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"75","cmqhuaceu000004ju23hbam9a","Veggie Overloaded Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","165","169","2","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
"76","cmqhufwcw000104joyujs402c","Veggie Paneer Pizza","A.S. Restaurant (as-restaurant)","Fast Food & Restaurant Kitchen","restaurant-food","189","199","5","","99999","ACTIVE (VISIBLE)","pizza, restaurant, as-restaurant, as, veg, pure-veg","cms2p1lap0000n0id8alldboy","cmt59fuss0000tgidoc35458x"
