Product ID,Product Name,Category ID,Category Name,Category Slug,Outlet / Restaurant,Price (Rs),MRP (Rs),Discount (%),Unit,Stock,Is Available,Is Flash Deal,Is Best Seller,Tags,Image URL
"cmqizrvzf000004kyjzisnswi","Pomegranate(Anaar)","cmqh1haw30000zcid4vj7i1yj","Fruits & Vegetables","fruits-vegetables","FastKirana Darkstore (Grocery)",149,160,7,"1 kg",42,YES,NO,NO,"fresh, fruits, vegetables","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554712/upu3gn2lqtu99wwhlax7.png"
"cmqkn5ukr000004i8qzte3gk6","Potato (Aalo)","cmqh1haw30000zcid4vj7i1yj","Fruits & Vegetables","fruits-vegetables","FastKirana Darkstore (Grocery)",25,30,17,"1 pc",92,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554782/djak7c6tb5qddtwrmsqo.png"
"cmqkts44z000004jldomcvr33","Pumpkin ( Kaddu)","cmqh1haw30000zcid4vj7i1yj","Fruits & Vegetables","fruits-vegetables","FastKirana Darkstore (Grocery)",15,20,25,"",94,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554701/qe6vziuwr6fr9owctru8.jpg"
"cmqkwkgnz000004l8ljmh1hcb","Purple Brinjal ( Baigan)","cmqh1haw30000zcid4vj7i1yj","Fruits & Vegetables","fruits-vegetables","FastKirana Darkstore (Grocery)",40,35,0,"",100,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554716/cyv4ke02mzxmyhmg6vos.png"
"cmqknc86a000004l14k1zhdmk","Tomato ( Tamatar)","cmqh1haw30000zcid4vj7i1yj","Fruits & Vegetables","fruits-vegetables","FastKirana Darkstore (Grocery)",50,60,17,"1 pc",92,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554812/vok05o30ph2kzymrczxk.png"
"cmqte4wuk000004jmx86hs0pz","Bikaji Bhelpuri","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",48,50,4,"110 g",9,YES,NO,YES,"late-night","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554730/e3eq2j9dyuwaxlspl6hb.png"
"cmqtfgjvb000004l2xaocex0u","Bikano Aloo Bhujia","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",243,299,19,"1 kg",0,YES,YES,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554679/vi6qemi81b1hpn5mm8w1.jpg"
"cmrelajg8000104l5fpbkpkzn","Bikano Diet Mixture Namkeen ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",199,225,12,"1 kg",1,YES,YES,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554607/c2rcrze42tqpium5grll.jpg"
"cmqtf84xs000004l509yt28pd","Bikano Navratan Mixture","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",225,285,21,"1 kg",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554720/qazz1svhetwwxirtmetf.jpg"
"cmrel7w6a000104l4z0cm589r","Bikano Tasty Spicy Coated Peanuts Namkeen","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",279,299,7,"1 kg",1,YES,YES,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554597/sgubvzzs56oezdaavexl.webp"
"cmsexlbo5000304jxtrf6b8vy","Bingo Mad Angles Achari Masti","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",49,50,2,"",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785864378/k3rzxam00xw6esa5hw6x.jpg"
"cmqtcj98g000004l2dqk7g7c9","Bingo Tedhe Medhe","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",20,20,0,"1 Packet",7,YES,NO,NO,"late-night","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554728/mdtjwibywbkjqmo3q2sw.jpg"
"cmsf0c6mk000105gyjifczmhp","Britannia Bourbon","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",40,40,0,"",6,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785869052/qh4ngldflbqoc7rbpikj.png"
"cmsf296bq000104juk3ref4yl","Britannia Choco Chill Cake","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",30,30,0,"100 g",44,YES,NO,NO,"snacks, snacks-munchies, cakes","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785872284/oisp3phbbodeqklvsaad.png"
"cmsf2agj5000204jut7vuss78","Britannia Fruity Fun Cake","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",15,15,0,"",59,YES,NO,NO,"snacks, snacks-munchies, cakes","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785872340/fbrdiqdrobpnaqhw03wu.png"
"cmseyabfq000104lapc1iwm5d","Britannia Good Day ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",40,40,0,"248 g",12,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785865614/h4daugweasxid8oculks.png"
"cmsezwfcu000204l3bkowjw65","Britannia Marie Gold","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",40,40,0,"",6,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785868299/yldghu04jnhbevsnx0aq.jpg"
"cms33n48n000a04l4ceuermpo","Britannia Pure Magic Cookie","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",159,170,6,"22 cookies",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785148975/rizi0gywoyd0xhuhchw2.jpg"
"cms356tgf000o04jxeh99206q","Cadbury Mini Treats","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",125,133,6,"15 units",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785151569/r1hthvf75yubgxhzptl7.png"
"cmsexp6ar000204jyjx9xwmo6","Chocos Multigrain","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",75,75,0,"127 g",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785864552/hmvvn0fxnbrq0ar8zjyd.png"
"cmqhfoca3000004kzzeo89uce","Cookie Chips","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",39,40,3,"110 ml",0,NO,NO,NO,"ice-cream, desserts, kulfi, cones, grocery, snacks-munchies","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554634/wnvkmr3hfi6ocuod1ob4.png"
"cmqteaon8000004l2mu6ehzy5","Haldiram Bhelpuri","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",39,47,17,"110 g",0,YES,NO,YES,"late-night","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554788/tnrkzl2eebsev8j0egbr.png"
"cmsg0yvp8000504ihk5abkn3d","Haldiram's All In One ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",60,60,0,"",4,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785930541/xucpkyri2m5t9t2yrojp.png"
"cmsg1w55s000104jipnu83cwo","Haldiram's Aloo Bhujia","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",55,55,0,"",5,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785932144/fhiup6zce6zvk5jz85u6.jpg"
"cmsg0lq54000104l4m8d4wvio","Haldiram's Bhujia","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",60,60,0,"",6,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785929958/wivpkwwxxihvyhhiopqm.png"
"cmsg28viv000a04ju82rybp9p","Haldiram's Boondi ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",55,55,0,"200 g",1,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785932700/shyxx0r1areuxo81rz7l.png"
"cmsg06sig001i04jp5tz8m99r","Haldiram's CornFlakes Mixture ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",80,80,0,"",6,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785929281/q0jzie8irh4nkrlrux8n.webp"
"cmsg1g553000p04i3e3k3qlrz","Haldiram's Kaju Mixture ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",100,100,0,"",5,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785931394/r5qkturrffuydr6z4qro.png"
"cmsg176lf000804i3kqt5sa4v","Haldiram's Kashmiri Mixture ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",90,90,0,"",5,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785930830/og8kcqx4hr4ofp7c4eob.png"
"cmsg1kar7000704kw9vtoryry","Haldiram's Khatta Meetha","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",50,50,0,"",6,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785931592/akye0ehvxnkry48kdtjh.jpg"
"cmsg2a4iz000j04jurjo2da84","Haldiram's Masala Boondi","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",55,55,0,"200 g",2,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785932787/jn9hbwlx9a2cepeigusz.png"
"cmsg0arig001l04jp9pyc2wnt","Haldiram's Moongfali Dal","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",60,60,0,"",5,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785929470/yxnhsprhss4ebwi0jbho.png"
"cmsg0efv0000e04ldgfgakgpu","Haldiram's Navrattan","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",50,50,0,"",6,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785929596/tdisjsybi6soldwyadas.jpg"
"cmsg0ueyq000204ih9m2ie9na","Haldiram's Nut Cracker ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",55,55,0,"",5,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785930384/fmnkh7lgxwerrr1embmb.webp"
"cmsg22p4t000604juo2cquglu","Haldiram's Nut Crusher","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",65,65,0,"200 g",3,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785932453/p3rhw9aga3i3ojszskf2.jpg"
"cmsg0pstz001p04jpuc18hopt","Haldiram's Panchratan","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",100,100,0,"",6,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785930170/fcebox7xrjmkck1hceso.png"
"cmsg1a35o001504ldwd7zmy9l","Haldiram's Shahi Dal Biji","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",65,65,0,"",6,YES,NO,NO,"Namkeen","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785931113/dvolk6og6fqryce4woxt.jpg"
"cmseyjkwg000404lacwj6bqsj","Haldiram's Soan Papdi","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",320,320,0,"1 kg",6,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785866051/r9vlykzsvzfbal3wla6n.png"
"cmreofrw4000004jvy9ueeesm","Lotte Choco Pie","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",159,180,12,"336 g",1,YES,YES,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554663/knh1xtphcxedo9ydaknw.jpg"
"cmseypfxd000804laak2p1cgx","Namaste India Choclate Cookies","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",40,40,0,"6",4,YES,NO,NO,"ice-cream, desserts, grocery, snacks-munchies","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785866297/q2k8lwy0tjsdqcagmbpg.png"
"cmqtcg3ut000004l2jt1qqpi6","Oreo Biscuits ( Jumbo Pack)","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",119,144,17,"5 packs ( 459.25 g)",2,YES,YES,NO,"late-night","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554723/j9wxxvortenwgaosrfmr.jpg"
"cmrenhem8000104ky2atxvg3q","Parle Hide & Seek Biscuits ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",129,150,14,"413 g",5,YES,YES,YES,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554808/lpnmu8fu2jlsrmd2nu86.jpg"
"cmrel1kxv000004l43n9jeozj","Parle-G Biscuits","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",95,100,5,"800 g",1,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554589/s2l5vwal4exoqxhwmhgw.jpg"
"cmsf1nwzv000204jr0nl66n7o","Seeds, Nuts & Berries","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",349,349,0,"",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785871297/qbn4rqqeissxyiq2jcmi.png"
"cms34p5u2000404kzd3rohogw","Unibic Choco Chip Cookies","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",179,200,11,"5 packs",2,YES,YES,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785150802/vtyp5xjgeacfl3afh3dj.png"
"cmrene9nf000104i81ffb8t61","Unibic Cookies ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",25,30,17,"67.5 g",7,NO,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554767/jgcx2d5rznjva3pmsah2.png"
"cms3552qc000g04jxztodgnz3","Yogabar 10 g Blueberry protein bar ","cmqh1hb920002zcidoywpi240","Snacks & Munchies","snacks-munchies","FastKirana Darkstore (Grocery)",49,100,51,"3",0,YES,YES,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785151460/locoqsapadgxzllwbqqe.png"
"cmqtcp6lt000004ldrohmjs8l","Clean And Clear Foaming Facewash For Oily Skin","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",349,539,35,"240 ml",1,YES,NO,NO,"Facewash","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554729/ybdfnx8cvlho18enph1v.jpg"
"cmrej5cm3000104jpp36pvbzt","Colgate MaxFresh","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",249,280,11,"Combo Pack (150 g + 150 g)",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554624/ogiy6sr8jysictaefbwz.jpg"
"cmrejbffl000104laz68dljsp","Colgate Strong Teeth Anticavity Toothpaste","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",279,310,10,"Super Saver (200g + 200g + 100g)",1,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554647/h0dcwwmzuvqfvn9x7snc.jpg"
"cmrejth5r000404l7md0h33f0","Dabur Red Gel Toothpaste ","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",249,270,8,"300 g",1,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554655/fjalpwrruybhke5e2mmr.png"
"cmsgj5tmw000304jrzz16ro9p","Detol Soap (4 pc)","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",217,217,0,"4 * 150 g",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785961097/eaxg0cgi81lgbtu8meo1.png"
"cmsgj7mhy000404jrh5lrezub","Detol Soap (5 pc)","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",182,182,0,"5*100 g",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785961234/zwmwg08qm6bps1i4u9qj.png"
"cmqtd88q6000004jxfs2p9oyn","Himalaya Purifying Neem Face Wash | 200 ml","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",299,449,33,"200ml",1,YES,NO,NO,"Facewash","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554732/hpeykrsjuipqu8luobw6.webp"
"cmqtdgjzr000004jxxla4r33g","Mamaearth Onion Shampoo for Hair Growth","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",445,599,26,"400ml",1,YES,NO,NO,"personal-care, skincare","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554736/iykhmaodlrc3kurecpds.jpg"
"cmqtefl4h000004l5fb53jgae","Mamaearth Rice Dewy Bright Face","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",349,449,22,"150 ml",1,YES,NO,NO,"personal-care, skincare","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554737/cfhqesuzadjrxrxri22g.png"
"cmqtd1l5f000004l51hq0pqav","Nivea Men All In One Charcoal with Vitamin C","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",130,149,13,"50gm",0,YES,NO,NO,"Facewash","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554606/hl6exvyl3fhu2zxyjy5n.png"
"cmqtfjedn000104l2em2hjv7o","NIVEA MEN Dark Spot Reduction Face Wash","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",125,129,3,"50 gm",1,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554719/ltphzo1vj3uk9r0bblh4.jpg"
"cmqtdl8t0000004jms34soh6u","Pears Original Glycerin Soap Bar - Pure & Gentle Glow","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",310,379,18,"5 soaps",1,YES,NO,NO,"bathing-soap","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554735/kzqfddrpiujdpkzdjpbk.webp"
"cmqtdwi2m000004jxox2csqny","Red Paste |Family Saver Pack","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",159,213,25,"300gm",1,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554734/sev0d0x3xwaixjdfguqj.png"
"cmqtekmtv000004lb46usaw8h","The Derma Co Sali-Cinamide Anti-Acne Face Wash","cmqh1hblj0003zcidm9gq5net","Personal Care & Hygiene","personal-care","FastKirana Darkstore (Grocery)",349,449,22,"150 ml",0,YES,NO,NO,"Facewash, popular","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554738/li4bdnvrwshztgczuijx.webp"
"cmqp3neih000004jsnv9lhefg","Black Forest Cake","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",230,250,8,"",76,YES,NO,NO,"bakery, cake, cakes","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554711/e1d33cpmqhzfqmljzswa.png"
"cmqp38kbo000004lbx0wovsdf","Butterscotch Cake","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",230,250,8,"",78,YES,NO,NO,"bakery, cake, cakes","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554759/kx6svfuftshdqma1sgvg.png"
"cmqp3fsy0000004lbqhvbyj82","Chocolate Cake","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",230,250,8,"",72,YES,NO,NO,"bakery, cake, cakes","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554809/ti9bel7rzwnddgsblmri.png"
"cmqt9buj6000004kt1vzrwy9b","Dark Fantasy","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",159,170,6,"20 packs",2,YES,NO,NO,"bakery, biscuits, cookies, snacks, grocery","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554603/z6qhgomvmevvx5xtnstb.png"
"cmsf03k45000c04lag0fw7330","Dark Fantasy Choco Fills","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",40,40,0,"",8,YES,NO,NO,"bakery, biscuits, cookies, snacks, grocery","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785868666/noz3xcodxxpr0yvcjm3l.png"
"cms33io6f000504l47q8afxvh","Dark Fantasy Choco Rolls","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",169,200,16,"20 Rolls",-6,YES,YES,NO,"bakery, biscuits, cookies, snacks, grocery","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785148761/awcg2oo0zo3oud75m40e.jpg"
"cmqp3k9re000004l8mxlhk3mb","Pineapple Cake","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",230,250,8,"",99999,YES,NO,NO,"bakery, cake, cakes","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554709/efs6uzucwvkidbod9dvi.jpg"
"cmqtg5whp000004jsc03h7g3a","Sunfeast Dark Fantasy Choco Creme Dark Crunch Cookies","cmqh1hbyc0005zcidr45bj1ac","Bakery & Biscuits","bakery","FastKirana Darkstore (Grocery)",85,98,13,"237 gm",0,YES,NO,NO,"bakery, biscuits, cookies, snacks, grocery","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554749/hjekdvlywylcmijepf2r.jpg"
"cmqtfuqxh000104jsyk7czg6j","ACT II Classic Salted Popcorn","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",60,72,17,"165 gm",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554756/nvd9wuhloqzopnitrqxx.png"
"cmqtfyr11000004i5u33qronp","ACT II Golden Sizzle Salted Popcorn","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",60,72,17,"165 gm",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554741/qbsg7r92br1w106dsr2o.jpg"
"cmsf23jrd000204jobszmsl4t","Bourn Vita","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",263,263,0,"500 g",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785872008/icy3cawd6r4lzdyhopdj.png"
"cmqtdog5t000104jm15hzanv1","Ching's Manchurian Instant Noodles ","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",69,80,14,"256 g",1,YES,NO,NO,"late-night","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554721/swahby0vunq5edjgarn6.jpg"
"cmreitwuh000304jparp8hpp2","Closeup Toothpaste ","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",229,260,12,"150 g + 150 g (Mega Saver Pack)",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554613/unavbfqkpik26xh4fcpq.jpg"
"cmrellgj2000004ie6k7pu2bv","Good Life Roasted Flax Seed","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",99,140,29,"100 g",1,YES,NO,NO,"seeds","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554693/zgopyitt75sjok5dayns.webp"
"cmrelj20k000204l6tyc2aljn","Good Life Roasted Pumpkin Seed","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",115,120,4,"100 g",0,YES,NO,NO,"seeds","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554625/jns65xnc5m3prywuj21z.png"
"cmrelpiyw000304l5j77plw58","Good Life Roasted Sunflower Seed","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",135,140,4,"100 g",0,YES,NO,NO,"seeds","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554656/j4y0lhksyeb6tb1jijtg.png"
"cmqtgauyi000104l5hl2u7t1a","Good Life Sugar 1 kg Pack","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",43,60,28,"1 kg",0,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554747/xmvu3rtcwlaigwf6ykai.jpg"
"cmrekwz3o000004l5b5q3473s","Good Life Value Almond","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",529,550,4,"500 g",1,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554753/m72aaheymqml8rdjvssl.jpg"
"cmrekrbes000004l4kmf0wjl3","Kaju (Good Life W240 Cashew)","cmqh1hc4i0006zcid2ffpvlkf","Grocery Essentials","grocery-essential","FastKirana Darkstore (Grocery)",629,645,2,"400 g",2,YES,NO,NO,"","https://res.cloudinary.com/dbf3lhk94/image/upload/v1785554724/j3zqhcd7kcoykmwqolqj.jpg"
